Baan Buri Cafe and Restaurant,"Had lunch here twice during our 6 days in Chiang Mai. It’s a package deal where you choose your main meal, and also get a couple of spring rolls and salad. A choice of alcohol free drinks are also included in the package price. We...",AmericanSue1
Khao Soi Khun Yai,"We've tried Khao Soi a few times since we've been in Chiang Mai, but not until we came here did we understand how it was really supposed to taste.  We went for lunch and found it to be busy but with a fairly fast turnover...",SDwarf
Pakorn's Kitchen,"Oh my...thank you so much for the many compliments you've given!!!The best ""Kao Soi""and the""Masaman curry""in the country...really?Now that's a compliment that's golden!!! I'm so happy that customers truly enjoy the food that I prepare...come back as much you want and I will always prepare...",78lizzyf
Baan Buri Cafe and Restaurant,Lunch was fresh (garden in the back) and prepared with just the right amount of spice for our taste. Highly recommend.,"Kettering, United Kingdom"
Khao Soi Khun Yai,"Khao Soi Kun Yai is the real deal and is totally worth seeking out. I can't speak for how it compares to other Khao Sois, but my wife and I agree that it was one of the most flavorful and memorable dishes we experienced in...","Bangkok, Thailand"
Pakorn's Kitchen,"Up there with our favourite meals of the whole trip. We got the Khao soi because we were recommended it, and also the basil pork and chicken massaman curry (excuse spellings)! Amazing and so cheap","Portsmouth, United Kingdom"
Baan Buri Cafe and Restaurant,We have just eaten the most wonderful two-course dinner for two with soft drinks and extra dishes for less than £9 each. The ambience is excellent with a choice of inside and outside tables to the noise of water flowing. It is in the old...,49Thalia
Pakorn's Kitchen,Oh wow...Thailand is just a pure cullinary paradise and I think you can eat very well in many places but no to brag...eating at my place is really a good experience...I think so and sooooo many of my customers think the same! Oh so happy...,georgieh_269
Baan Buri Cafe and Restaurant,"Yes, it’s an Instagram trap, but the taste of the blue coffee is also just as worthy as getting it to snap the pic. It’s made with a tisane made from the butterfly pea flower and has a taste of pandan & coconut. It’s not...",D E
Pakorn's Kitchen,"Food was amazing, recommend the basil pork and the massaman curry. All delicious and super cheap. Definitely going to return.","Portsmouth, United Kingdom"
Baan Buri Cafe and Restaurant,"We were actually looking for another restaurant which turned out to be closed, but it was o my for the better since crossing the street was this delicious place!! They have a set menu in which they give you a salad, 2 rolls and tea...","Santa Rosa, California"
Pakorn's Kitchen,"My ""Massaman curry"" is just out of this world isn't ...customers get instantly hooked trying it!!!The Basil pork ain't bad either,no?Come back often and enjoy it as much you want!Thank you and take care...""Pakorn""...",trich97
Baan Buri Cafe and Restaurant,"We came across this charming restaurant/café whilst walking from Tha Phae gate towards Wat Phra Singh along the Sunday walking street.
A peaceful oasis that serves brilliant and interesting food at very reasonable prices.
The staff were polite and friendly.
For lunch this is a...",t0nyw51
Pakorn's Kitchen,The food has been consistently tasty and carefully prepared every time I have eaten here. Very reasonable cost for very high quality food makes this top value.,"Chiang Mai, Thailand"
Pakorn's Kitchen,"Well,I guess the many years that I have been preparing all various types of tasty dishes have had a strong influence on my customers taste bubs!I can't complain...it's an art to do what I do etc.Please come back again and all the best...""Pakorn""...",431anniek
Pakorn's Kitchen,The food was delicious and service was good. The morning after was followed by painful cramps and hours on the toilet by 4/5 of our party. The only person who did not suffer ate vegetarian so stay clear of the meat.,"Brighton, United Kingdom"
Eat Is Life,Thank you for taking your time for the review. we love to hear about our great staff and services. we really appreciate it and hope to see you soon!,"Hanoi, Vietnam"
Eat Is Life,"This was my first time visiting this restaurant and it was a wonderful experience. You're not just going out for a meal you are going to see a performance. The chef we had was funny, enthusiastic and got everyone involved. All the staff where very...",j0hnkypri
Eat Is Life,"What a great surprise! My friends and I stumbled across this gem and I'm so glad we did. The food was fresh, healthy, and full of flavor! We enjoyed three fresh-pressed juices, two vegetable tapas, two delicious entrees, a fresh and raw vegetable bar, and...","Chiang Mai, Thailand"
Eat Is Life,"Thank you for your lovely review :) It's very kind of you to take the time to post it.
It was great to meet you and your friends!
Hope you will be able to visit again soon.

Kind regards, Enric",Christy S
Eat Is Life,"found this new restaurant close to where i stayed. nice area, good location, right next to beer lab inside a cool mall. food was delicious. great to have the free salad buffet when ordering a main course, great value! dishes did not come same time...","Jacksonville, Florida"
Eat Is Life,"We  were  staying  nearby  this  new  restaurant  and  are  so  glad  that  we  went  in  to  check  it  out  for  dinner.  The  chef/owner  was  very  welcoming  and  we  had  quite  a  long  chat  before  we  chose  from  the  menu.  Wow,  what  a  surprise  when  our...",mrtworldwide
Eat Is Life,"Thank you for your great review!
I m really appreciate all feedback we receive.
We look forward to taking car of you and your friends next time you visit. 
Thank you again!","Bangkok, Thailand"
Eat Is Life,Great restaurant with excellent quality international food cooked in original way. Excellent also when you are tired of thai food here you have many choises. I chose asked the chef to cook me some fish that was presented at the entrance in an ice cu...,aandlkch
Eat Is Life,"A brand new restaurant with fresh cooked food in front of you. I love clean ,tasty and healthy food. Recommended! if u love it! The restaurant is not quite big, so you won't feel alone--chef always smile at you.","Kuching, Malaysia"
Khao Soi Khun Yai,"Such a great place to eat your Khao Soi! In the old town, just a small local place which is managed by 2 charming ladies. No tourist come here, so expect plastic chairs and small tables but just THE best Khao Soi I ever had!!...",Canada
Khao Soi Khun Yai,"This is not so easy to find but is worth the hunt. Rated ""best bowl"" by some pundits, I wanted to find it myself.

The stall is just off the main road in what looks like the courtyard of a Wat. It is actually a...",Mireille D
Khao Soi Khun Yai,"Khao Soi, a rich curry noodles served with pickels, is an iconic dish of Chiang Mai and some websites have suggested that Khao Soi Khun Yai (Grandmother's Khao Soi) is the best place to taste it.
The place is a typical street cafe. It is...","Bangkok, Thailand"
Khao Soi Khun Yai,"While finding this exact location was a little tricky,  it did not disappoint. I have been in Thailand for over 1.5 years and have been hearing all about kaao soi from my friends in the north. I must say I was rather disappointed with the...","Bangkok, Thailand"
